id,candidate_id,node_sequence,edge_sequence,evidence_grades,edge_provenance,evidence_snippets,review_priority_score,triage_threshold,score_threshold_crossed,eligible_for_high_priority,eligibility_rule_version,ineligible_reason,high_priority_review,flagged,ground_truth_label,is_weak_chain,touches_embedded_control,classification,explanation,recommended_action
CAND_0002,CAND_0002,Funder_000 -> Intermediary_000 -> Campaign_022,funds -> partners_with,4 -> 3,ground-truth -> distractor,Synthetic record: Funder_000 is listed as providing funding to Intermediary_000 during Phase_01. || Synthetic record: Intermediary_000 is described as a partner of Campaign_022 during Phase_04.,66.45,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 66.45 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 3, mean grade 3.50; documentary continuity maintained across all hops.","Queue for expert review; every hop carries documentary-grade evidence, so this false lead is not separable from a true pathway on grades alone and requires full manual verification of each underlying record."
CAND_0046,CAND_0046,Funder_005 -> Intermediary_005 -> Campaign_024,funds -> amplifies,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_005 is listed as providing funding to Intermediary_005 during Phase_01. || Synthetic record: Intermediary_005 repeatedly amplified output attributed to Campaign_024 during Phase_01.,64.2,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 64.20 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0012,CAND_0012,Funder_001 -> Intermediary_001 -> Campaign_016,funds -> amplifies,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_001 is listed as providing funding to Intermediary_001 during Phase_01. || Synthetic record: Intermediary_001 repeatedly amplified output attributed to Campaign_016 during Phase_01.,64.2,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 64.20 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0027,CAND_0027,Funder_003 -> Intermediary_003 -> Campaign_016,funds -> uses_similar_language,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_003 is listed as providing funding to Intermediary_003 during Phase_01. || Synthetic record: Intermediary_003 used wording closely similar to Campaign_016 during Phase_01.,63.7,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 63.70 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0061,CAND_0061,Funder_007 -> Intermediary_007 -> Campaign_024,funds -> uses_similar_language,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_007 is listed as providing funding to Intermediary_007 during Phase_01. || Synthetic record: Intermediary_007 used wording closely similar to Campaign_024 during Phase_01.,63.7,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 63.70 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0075,CAND_0075,Funder_009 -> Intermediary_009 -> Campaign_024,funds -> shares_link,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_009 is listed as providing funding to Intermediary_009 during Phase_01. || Synthetic record: Intermediary_009 and Campaign_024 shared the same abstract link during Phase_01.,61.7,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.70 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0044,CAND_0044,Funder_005 -> Intermediary_005 -> Campaign_016,funds -> shares_link,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_005 is listed as providing funding to Intermediary_005 during Phase_01. || Synthetic record: Intermediary_005 and Campaign_016 shared the same abstract link during Phase_01.,61.7,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.70 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0015,CAND_0015,Funder_001 -> Intermediary_001 -> Campaign_008,funds -> shares_link,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_001 is listed as providing funding to Intermediary_001 during Phase_01. || Synthetic record: Intermediary_001 and Campaign_008 shared the same abstract link during Phase_01.,61.7,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.70 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0106,CAND_0106,Funder_L011 -> Intermediary_L011 -> Proxy_L011 -> Campaign_L011,funds -> partners_with -> shares_link,4 -> 3 -> 2,distractor -> distractor -> distractor,Synthetic record: Funder_L011 is listed as providing funding to Intermediary_L011 during Phase_01. || Synthetic record: Intermediary_L011 is described as a partner of Proxy_L011 during Phase_01. || Synthetic record: Proxy_L011 and Campaign_L011 shared the same abstract link during Phase_02.,61.3,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.30 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0108,CAND_0108,Funder_L013 -> Intermediary_L013 -> Proxy_L013 -> Campaign_L013,funds -> partners_with -> shares_link,4 -> 3 -> 2,distractor -> distractor -> distractor,Synthetic record: Funder_L013 is listed as providing funding to Intermediary_L013 during Phase_01. || Synthetic record: Intermediary_L013 is described as a partner of Proxy_L013 during Phase_01. || Synthetic record: Proxy_L013 and Campaign_L013 shared the same abstract link during Phase_02.,61.3,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.30 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0057,CAND_0057,Funder_007 -> Intermediary_007 -> Proxy_010 -> Campaign_010,funds -> shares_link -> amplifies,4 -> 2 -> 2,ground-truth -> distractor -> ground-truth,Synthetic record: Funder_007 is listed as providing funding to Intermediary_007 during Phase_01. || Synthetic record: Intermediary_007 and Proxy_010 shared the same abstract link during Phase_02. || Synthetic record: Proxy_010 repeatedly amplified output attributed to Campaign_010 during Phase_02.,61.3,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.30 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 2.67; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0096,CAND_0096,Funder_L001 -> Intermediary_L001 -> Proxy_L001 -> Campaign_L001,funds -> partners_with -> shares_link,4 -> 3 -> 2,distractor -> distractor -> distractor,Synthetic record: Funder_L001 is listed as providing funding to Intermediary_L001 during Phase_01. || Synthetic record: Intermediary_L001 is described as a partner of Proxy_L001 during Phase_01. || Synthetic record: Proxy_L001 and Campaign_L001 shared the same abstract link during Phase_02.,61.3,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.30 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0098,CAND_0098,Funder_L003 -> Intermediary_L003 -> Proxy_L003 -> Campaign_L003,funds -> partners_with -> shares_link,4 -> 3 -> 2,distractor -> distractor -> distractor,Synthetic record: Funder_L003 is listed as providing funding to Intermediary_L003 during Phase_01. || Synthetic record: Intermediary_L003 is described as a partner of Proxy_L003 during Phase_01. || Synthetic record: Proxy_L003 and Campaign_L003 shared the same abstract link during Phase_02.,61.3,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.30 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0104,CAND_0104,Funder_L009 -> Intermediary_L009 -> Proxy_L009 -> Campaign_L009,funds -> partners_with -> shares_link,4 -> 3 -> 2,distractor -> distractor -> distractor,Synthetic record: Funder_L009 is listed as providing funding to Intermediary_L009 during Phase_01. || Synthetic record: Intermediary_L009 is described as a partner of Proxy_L009 during Phase_01. || Synthetic record: Proxy_L009 and Campaign_L009 shared the same abstract link during Phase_02.,61.3,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.30 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0100,CAND_0100,Funder_L005 -> Intermediary_L005 -> Proxy_L005 -> Campaign_L005,funds -> partners_with -> shares_link,4 -> 3 -> 2,distractor -> distractor -> distractor,Synthetic record: Funder_L005 is listed as providing funding to Intermediary_L005 during Phase_01. || Synthetic record: Intermediary_L005 is described as a partner of Proxy_L005 during Phase_01. || Synthetic record: Proxy_L005 and Campaign_L005 shared the same abstract link during Phase_02.,61.3,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.30 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0102,CAND_0102,Funder_L007 -> Intermediary_L007 -> Proxy_L007 -> Campaign_L007,funds -> partners_with -> shares_link,4 -> 3 -> 2,distractor -> distractor -> distractor,Synthetic record: Funder_L007 is listed as providing funding to Intermediary_L007 during Phase_01. || Synthetic record: Intermediary_L007 is described as a partner of Proxy_L007 during Phase_01. || Synthetic record: Proxy_L007 and Campaign_L007 shared the same abstract link during Phase_02.,61.3,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.30 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0019,CAND_0019,Funder_002 -> Intermediary_002 -> Proxy_004 -> Campaign_004,funds -> shares_link -> hosts,4 -> 2 -> 3,ground-truth -> distractor -> ground-truth,Synthetic record: Funder_002 is listed as providing funding to Intermediary_002 during Phase_01. || Synthetic record: Intermediary_002 and Proxy_004 shared the same abstract link during Phase_01. || Synthetic record: Proxy_004 is listed as a host of Campaign_004 during Phase_02.,61.3,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.30 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0050,CAND_0050,Funder_006 -> Intermediary_006 -> Proxy_009 -> Report_009,funds -> shares_link -> publishes,4 -> 2 -> 3,ground-truth -> distractor -> ground-truth,Synthetic record: Funder_006 is listed as providing funding to Intermediary_006 during Phase_01. || Synthetic record: Intermediary_006 and Proxy_009 shared the same abstract link during Phase_01. || Synthetic record: Proxy_009 is listed as the publisher of Report_009 during Phase_02.,61.3,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.30 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0032,CAND_0032,Funder_003 -> Intermediary_003 -> Proxy_005 -> Report_005,funds -> shares_link -> publishes,4 -> 2 -> 3,ground-truth -> distractor -> ground-truth,Synthetic record: Funder_003 is listed as providing funding to Intermediary_003 during Phase_01. || Synthetic record: Intermediary_003 and Proxy_005 shared the same abstract link during Phase_02. || Synthetic record: Proxy_005 is listed as the publisher of Report_005 during Phase_02.,61.3,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.30 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0110,CAND_0110,Funder_L015 -> Intermediary_L015 -> Proxy_L015 -> Campaign_L015,funds -> partners_with -> shares_link,4 -> 3 -> 2,distractor -> distractor -> distractor,Synthetic record: Funder_L015 is listed as providing funding to Intermediary_L015 during Phase_01. || Synthetic record: Intermediary_L015 is described as a partner of Proxy_L015 during Phase_01. || Synthetic record: Proxy_L015 and Campaign_L015 shared the same abstract link during Phase_02.,61.3,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.30 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0018,CAND_0018,Funder_002 -> Intermediary_002 -> Campaign_018,funds -> amplifies,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_002 is listed as providing funding to Intermediary_002 during Phase_01. || Synthetic record: Intermediary_002 repeatedly amplified output attributed to Campaign_018 during Phase_02.,61.2,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.20 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0008,CAND_0008,Funder_000 -> Intermediary_000 -> Campaign_014,funds -> amplifies,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_000 is listed as providing funding to Intermediary_000 during Phase_01. || Synthetic record: Intermediary_000 repeatedly amplified output attributed to Campaign_014 during Phase_04.,61.2,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.20 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0060,CAND_0060,Funder_007 -> Intermediary_007 -> Campaign_EC04,funds -> amplifies,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_007 is listed as providing funding to Intermediary_007 during Phase_01. || Synthetic record: Intermediary_007 repeatedly amplified output attributed to Campaign_EC04 during Phase_03.,61.2,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.20 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0049,CAND_0049,Funder_006 -> Intermediary_006 -> Campaign_EC02,funds -> amplifies,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_006 is listed as providing funding to Intermediary_006 during Phase_01. || Synthetic record: Intermediary_006 repeatedly amplified output attributed to Campaign_EC02 during Phase_02.,61.2,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.20 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0025,CAND_0025,Funder_003 -> Intermediary_003 -> Campaign_020,funds -> amplifies,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_003 is listed as providing funding to Intermediary_003 during Phase_01. || Synthetic record: Intermediary_003 repeatedly amplified output attributed to Campaign_020 during Phase_03.,61.2,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.20 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0039,CAND_0039,Funder_004 -> Intermediary_004 -> Campaign_022,funds -> amplifies,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_004 is listed as providing funding to Intermediary_004 during Phase_01. || Synthetic record: Intermediary_004 repeatedly amplified output attributed to Campaign_022 during Phase_04.,61.2,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 61.20 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0054,CAND_0054,Funder_006 -> Intermediary_006 -> Campaign_022,funds -> uses_similar_language,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_006 is listed as providing funding to Intermediary_006 during Phase_01. || Synthetic record: Intermediary_006 used wording closely similar to Campaign_022 during Phase_04.,60.7,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 60.70 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0043,CAND_0043,Funder_005 -> Intermediary_005 -> Campaign_020,funds -> uses_similar_language,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_005 is listed as providing funding to Intermediary_005 during Phase_01. || Synthetic record: Intermediary_005 used wording closely similar to Campaign_020 during Phase_03.,60.7,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 60.70 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0022,CAND_0022,Funder_002 -> Intermediary_002 -> Campaign_014,funds -> uses_similar_language,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_002 is listed as providing funding to Intermediary_002 during Phase_01. || Synthetic record: Intermediary_002 used wording closely similar to Campaign_014 during Phase_04.,60.7,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 60.70 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0003,CAND_0003,Funder_000 -> Intermediary_000 -> Campaign_010,funds -> uses_similar_language,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_000 is listed as providing funding to Intermediary_000 during Phase_01. || Synthetic record: Intermediary_000 used wording closely similar to Campaign_010 during Phase_02.,60.7,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 60.70 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0034,CAND_0034,Funder_004 -> Intermediary_004 -> Campaign_018,funds -> uses_similar_language,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_004 is listed as providing funding to Intermediary_004 during Phase_01. || Synthetic record: Intermediary_004 used wording closely similar to Campaign_018 during Phase_02.,60.7,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 60.70 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0009,CAND_0009,Funder_001 -> Intermediary_001 -> Campaign_012,funds -> uses_similar_language,4 -> 2,ground-truth -> distractor,Synthetic record: Funder_001 is listed as providing funding to Intermediary_001 during Phase_01. || Synthetic record: Intermediary_001 used wording closely similar to Campaign_012 during Phase_03.,60.7,60.0,1,1,funding_and_min_grade_2_v1,,1,1,0,0,0,false_positive,"HIGH-PRIORITY REVIEW (raw score 60.70 >= threshold 60.0 and eligible): includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.","Queue for expert review as a possible lead only; the weakest hop is low grade (grade 2), so it may be set aside on inspection of that hop."
CAND_0072,CAND_0072,Funder_009 -> Intermediary_009 -> Proxy_013 -> Report_013,funds -> shares_link -> publishes,4 -> 2 -> 3,ground-truth -> distractor -> ground-truth,Synthetic record: Funder_009 is listed as providing funding to Intermediary_009 during Phase_01. || Synthetic record: Intermediary_009 and Proxy_013 shared the same abstract link during Phase_04. || Synthetic record: Proxy_013 is listed as the publisher of Report_013 during Phase_02.,59.3,60.0,0,1,funding_and_min_grade_2_v1,,0,0,0,0,0,true_negative,"not high priority: raw score 59.30 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.",No review action required; retain in the audit log for completeness.
CAND_0045,CAND_0045,Funder_005 -> Intermediary_005 -> Proxy_008 -> Campaign_008,funds -> shares_link -> hosts,4 -> 2 -> 3,ground-truth -> distractor -> ground-truth,Synthetic record: Funder_005 is listed as providing funding to Intermediary_005 during Phase_01. || Synthetic record: Intermediary_005 and Proxy_008 shared the same abstract link during Phase_04. || Synthetic record: Proxy_008 is listed as a host of Campaign_008 during Phase_02.,59.3,60.0,0,1,funding_and_min_grade_2_v1,,0,0,0,0,0,true_negative,"not high priority: raw score 59.30 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.",No review action required; retain in the audit log for completeness.
CAND_0005,CAND_0005,Funder_000 -> Intermediary_000 -> Proxy_001 -> Report_001,funds -> shares_link -> publishes,4 -> 2 -> 3,ground-truth -> distractor -> ground-truth,Synthetic record: Funder_000 is listed as providing funding to Intermediary_000 during Phase_01. || Synthetic record: Intermediary_000 and Proxy_001 shared the same abstract link during Phase_03. || Synthetic record: Proxy_001 is listed as the publisher of Report_001 during Phase_02.,59.3,60.0,0,1,funding_and_min_grade_2_v1,,0,0,0,0,0,true_negative,"not high priority: raw score 59.30 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.",No review action required; retain in the audit log for completeness.
CAND_0014,CAND_0014,Funder_001 -> Intermediary_001 -> Proxy_002 -> Campaign_002,funds -> shares_link -> amplifies,4 -> 2 -> 2,ground-truth -> distractor -> ground-truth,Synthetic record: Funder_001 is listed as providing funding to Intermediary_001 during Phase_01. || Synthetic record: Intermediary_001 and Proxy_002 shared the same abstract link during Phase_04. || Synthetic record: Proxy_002 repeatedly amplified output attributed to Campaign_002 during Phase_02.,59.3,60.0,0,1,funding_and_min_grade_2_v1,,0,0,0,0,0,true_negative,"not high priority: raw score 59.30 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 2.67; drops to a grade-2 shared-link/amplification hop.",No review action required; retain in the audit log for completeness.
CAND_0066,CAND_0066,Funder_008 -> Intermediary_008 -> Proxy_012 -> Campaign_012,funds -> shares_link -> hosts,4 -> 2 -> 3,ground-truth -> distractor -> ground-truth,Synthetic record: Funder_008 is listed as providing funding to Intermediary_008 during Phase_01. || Synthetic record: Intermediary_008 and Proxy_012 shared the same abstract link during Phase_03. || Synthetic record: Proxy_012 is listed as a host of Campaign_012 during Phase_02.,59.3,60.0,0,1,funding_and_min_grade_2_v1,,0,0,0,0,0,true_negative,"not high priority: raw score 59.30 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 3.00; drops to a grade-2 shared-link/amplification hop.",No review action required; retain in the audit log for completeness.
CAND_0037,CAND_0037,Funder_004 -> Intermediary_004 -> Proxy_006 -> Campaign_006,funds -> shares_link -> amplifies,4 -> 2 -> 2,ground-truth -> distractor -> ground-truth,Synthetic record: Funder_004 is listed as providing funding to Intermediary_004 during Phase_01. || Synthetic record: Intermediary_004 and Proxy_006 shared the same abstract link during Phase_03. || Synthetic record: Proxy_006 repeatedly amplified output attributed to Campaign_006 during Phase_02.,59.3,60.0,0,1,funding_and_min_grade_2_v1,,0,0,0,0,0,true_negative,"not high priority: raw score 59.30 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 2, mean grade 2.67; drops to a grade-2 shared-link/amplification hop.",No review action required; retain in the audit log for completeness.
