candidate_id,node_sequence,has_funding_edge,mean_grade,min_grade,n_evidence_types,temporal_clustering,semantic_similarity,amplification,cooccurrence,support_factor,term_funding,term_mean_grade,term_min_grade,term_evidence_types,term_temporal,term_supporting,penalty_length,raw_score,final_score,score_ungated_ablation,gate_contribution,triage_threshold,score_threshold_crossed,eligible_for_high_priority,eligibility_rule_version,ineligible_reason,high_priority_review,flagged
CAND_0073,Funder_009 -> Intermediary_009 -> Campaign_020,1,2.5,1,2,0.5,0,0,0,0.25,22.0,18.75,4.0,3.2,3.0,0.0,-0.0,50.95,50.95,50.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0103,Funder_L008 -> Intermediary_L008 -> Report_L008,1,2.5,1,2,0.5,0,0,0,0.25,22.0,18.75,4.0,3.2,3.0,0.0,-0.0,50.95,50.95,50.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0101,Funder_L006 -> Intermediary_L006 -> Report_L006,1,2.5,1,2,0.5,0,0,0,0.25,22.0,18.75,4.0,3.2,3.0,0.0,-0.0,50.95,50.95,50.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0099,Funder_L004 -> Intermediary_L004 -> Report_L004,1,2.5,1,2,0.5,0,0,0,0.25,22.0,18.75,4.0,3.2,3.0,0.0,-0.0,50.95,50.95,50.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0095,Funder_L000 -> Intermediary_L000 -> Report_L000,1,2.5,1,2,0.5,0,0,0,0.25,22.0,18.75,4.0,3.2,3.0,0.0,-0.0,50.95,50.95,50.95,0.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0053,Funder_006 -> Intermediary_006 -> EmbeddedControl_07 -> Report_EC07,1,2.0,1,2,0.333,0,0,1,0.25,22.0,15.0,4.0,3.2,1.998,1.0,-0.0,47.198,47.2,50.2,3.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0036,Funder_004 -> Intermediary_004 -> EmbeddedControl_05 -> Report_EC05,1,2.0,1,2,0.333,0,0,1,0.25,22.0,15.0,4.0,3.2,1.998,1.0,-0.0,47.198,47.2,50.2,3.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0007,Funder_000 -> Intermediary_000 -> EmbeddedControl_01 -> Report_EC01,1,2.0,1,2,0.333,0,0,1,0.25,22.0,15.0,4.0,3.2,1.998,1.0,-0.0,47.198,47.2,50.2,3.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0020,Funder_002 -> Intermediary_002 -> EmbeddedControl_03 -> Report_EC03,1,2.0,1,2,0.333,0,0,1,0.25,22.0,15.0,4.0,3.2,1.998,1.0,-0.0,47.198,47.2,50.2,3.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0078,Funder_010 -> Intermediary_010 -> EmbeddedControl_11 -> Report_EC11,1,2.0,1,2,0.333,0,0,1,0.25,22.0,15.0,4.0,3.2,1.998,1.0,-0.0,47.198,47.2,50.2,3.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0068,Funder_008 -> Intermediary_008 -> EmbeddedControl_09 -> Report_EC09,1,2.0,1,2,0.333,0,0,1,0.25,22.0,15.0,4.0,3.2,1.998,1.0,-0.0,47.198,47.2,50.2,3.0,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0
CAND_0112,Funder_W02 -> SocialAccount_WC02 -> MediaOutlet_WC02 -> Campaign_WC02,0,2.0,2,3,1.0,1,1,0,0.5,0.0,15.0,8.0,4.8,6.0,4.5,-0.0,38.3,38.3,42.8,4.5,60.0,0,0,funding_and_min_grade_2_v1,missing_funding_edge,0,0
CAND_0114,Funder_W04 -> SocialAccount_WC04 -> MediaOutlet_WC04 -> Campaign_WC04,0,2.0,2,3,1.0,1,1,0,0.5,0.0,15.0,8.0,4.8,6.0,4.5,-0.0,38.3,38.3,42.8,4.5,60.0,0,0,funding_and_min_grade_2_v1,missing_funding_edge,0,0
CAND_0120,Funder_W10 -> SocialAccount_WC10 -> MediaOutlet_WC10 -> Campaign_WC10,0,2.0,2,3,1.0,1,1,0,0.5,0.0,15.0,8.0,4.8,6.0,4.5,-0.0,38.3,38.3,42.8,4.5,60.0,0,0,funding_and_min_grade_2_v1,missing_funding_edge,0,0
CAND_0116,Funder_W06 -> SocialAccount_WC06 -> MediaOutlet_WC06 -> Campaign_WC06,0,2.0,2,3,1.0,1,1,0,0.5,0.0,15.0,8.0,4.8,6.0,4.5,-0.0,38.3,38.3,42.8,4.5,60.0,0,0,funding_and_min_grade_2_v1,missing_funding_edge,0,0
CAND_0118,Funder_W08 -> SocialAccount_WC08 -> MediaOutlet_WC08 -> Campaign_WC08,0,2.0,2,3,1.0,1,1,0,0.5,0.0,15.0,8.0,4.8,6.0,4.5,-0.0,38.3,38.3,42.8,4.5,60.0,0,0,funding_and_min_grade_2_v1,missing_funding_edge,0,0
CAND_0111,Funder_W01 -> SocialAccount_WC01 -> MediaOutlet_WC01 -> Proxy_WC01 -> Report_WC01,0,1.75,1,4,0.5,1,1,1,0.25,0.0,13.125,4.0,6.4,3.0,3.25,-2.0,27.775,27.77,37.52,9.75,60.0,0,0,funding_and_min_grade_2_v1,missing_funding_edge;minimum_evidence_grade_below_2,0,0
CAND_0115,Funder_W05 -> SocialAccount_WC05 -> MediaOutlet_WC05 -> Proxy_WC05 -> Report_WC05,0,1.75,1,4,0.5,1,1,1,0.25,0.0,13.125,4.0,6.4,3.0,3.25,-2.0,27.775,27.77,37.52,9.75,60.0,0,0,funding_and_min_grade_2_v1,missing_funding_edge;minimum_evidence_grade_below_2,0,0
CAND_0113,Funder_W03 -> SocialAccount_WC03 -> MediaOutlet_WC03 -> Proxy_WC03 -> Report_WC03,0,1.75,1,4,0.5,1,1,1,0.25,0.0,13.125,4.0,6.4,3.0,3.25,-2.0,27.775,27.77,37.52,9.75,60.0,0,0,funding_and_min_grade_2_v1,missing_funding_edge;minimum_evidence_grade_below_2,0,0
CAND_0117,Funder_W07 -> SocialAccount_WC07 -> MediaOutlet_WC07 -> Proxy_WC07 -> Report_WC07,0,1.75,1,4,0.5,1,1,1,0.25,0.0,13.125,4.0,6.4,3.0,3.25,-2.0,27.775,27.77,37.52,9.75,60.0,0,0,funding_and_min_grade_2_v1,missing_funding_edge;minimum_evidence_grade_below_2,0,0
CAND_0119,Funder_W09 -> SocialAccount_WC09 -> MediaOutlet_WC09 -> Proxy_WC09 -> Report_WC09,0,1.75,1,4,0.5,1,1,1,0.25,0.0,13.125,4.0,6.4,3.0,3.25,-2.0,27.775,27.77,37.52,9.75,60.0,0,0,funding_and_min_grade_2_v1,missing_funding_edge;minimum_evidence_grade_below_2,0,0
