surface_a,surface_b,token_similarity,char_similarity,decision_zone,proposed_decision,ground_truth_decision,outcome,correct,pair_type
Policy_Council_Branches,Regional_Foundation_Beta,0.0,0.426,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,National_Choice_Branch,0.0,0.489,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,National_Choice_Branches,0.2,0.553,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Open_Forum_Alpha,0.0,0.205,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Open_Forum_Beta,0.0,0.316,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Future_Council_Branch,0.2,0.682,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Future_Council_Branches,0.5,0.739,refer_to_human,do_not_merge,do_not_merge,referred_distinct_pair,True,false_friend
Policy_Council_Branches,Common_League_Gamma,0.0,0.238,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Common_League_Gamma_Group,0.0,0.208,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Gamma_Common_Network,0.0,0.279,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Progress_Circle_Delta,0.0,0.364,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Progress_Circle_Delta_Group,0.0,0.24,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Heritage_Board_Sigma,0.0,0.233,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Heritage_Board_Sigma_Group,0.0,0.204,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Unity_Coalition_Omega,0.0,0.364,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Unity_Coalition_Omega_Group,0.0,0.24,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Frontier_Institute_Theta,0.0,0.298,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Frontier_Institute_Theta_Group,0.0,0.189,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Summit_Trust_Lambda,0.0,0.143,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Summit_Trust_Lambda_Group,0.0,0.167,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Pioneer_Society_Kappa,0.0,0.273,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Pioneer_Society_Kappa_Group,0.0,0.28,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Kappa_Pioneer_Network,0.0,0.227,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Anchor_Union_Zeta,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Anchor_Union_Zeta_Group,0.0,0.217,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Beacon_Partnership_Eta,0.0,0.267,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Beacon_Partnership_Eta_Group,0.0,0.118,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Cardinal_Assembly_Iota,0.0,0.222,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Cardinal_Assembly_Iota_Group,0.0,0.196,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Meridian_Foundation_Mu,0.0,0.311,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Meridian_Foundation_Mu_Group,0.0,0.314,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Vanguard_Alliance_Nu,0.0,0.279,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Vanguard_Alliance_Nu_Group,0.0,0.245,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Wellness_League_Beta,0.5,0.829,refer_to_human,do_not_merge,do_not_merge,referred_distinct_pair,True,false_friend
Wellness_League_Alpha,Reform_Circle_Branch,0.0,0.293,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Reform_Circle_Branches,0.0,0.233,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Liberty_Board_Alpha,0.2,0.45,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Liberty_Board_Beta,0.0,0.154,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Standards_Coalition_Branch,0.0,0.255,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Standards_Coalition_Branches,0.0,0.163,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Data_Institute_Alpha,0.2,0.488,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Data_Institute_Beta,0.0,0.3,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Citizen_Trust_Branch,0.0,0.293,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Citizen_Trust_Branches,0.0,0.186,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Research_Society_Alpha,0.2,0.512,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Research_Society_Beta,0.0,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Market_Union_Branch,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Market_Union_Branches,0.0,0.19,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Consumer_Partnership_Alpha,0.2,0.426,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Consumer_Partnership_Beta,0.0,0.304,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Global_Assembly_Branch,0.0,0.326,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Global_Assembly_Branches,0.0,0.222,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Regional_Foundation_Alpha,0.2,0.435,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Regional_Foundation_Beta,0.0,0.222,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,National_Choice_Branch,0.0,0.279,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,National_Choice_Branches,0.0,0.178,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Open_Forum_Alpha,0.2,0.541,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Open_Forum_Beta,0.0,0.222,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Future_Council_Branch,0.0,0.238,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Future_Council_Branches,0.0,0.227,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Common_League_Gamma,0.2,0.55,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Common_League_Gamma_Group,0.167,0.478,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Gamma_Common_Network,0.0,0.098,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Progress_Circle_Delta,0.0,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Progress_Circle_Delta_Group,0.0,0.417,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Heritage_Board_Sigma,0.0,0.341,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Heritage_Board_Sigma_Group,0.0,0.298,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Unity_Coalition_Omega,0.0,0.238,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Unity_Coalition_Omega_Group,0.0,0.208,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Frontier_Institute_Theta,0.0,0.311,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Frontier_Institute_Theta_Group,0.0,0.314,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Summit_Trust_Lambda,0.0,0.3,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Summit_Trust_Lambda_Group,0.0,0.348,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Pioneer_Society_Kappa,0.0,0.286,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Pioneer_Society_Kappa_Group,0.0,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Kappa_Pioneer_Network,0.0,0.19,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Anchor_Union_Zeta,0.0,0.105,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Anchor_Union_Zeta_Group,0.0,0.227,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Beacon_Partnership_Eta,0.0,0.326,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Beacon_Partnership_Eta_Group,0.0,0.408,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Cardinal_Assembly_Iota,0.0,0.233,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Cardinal_Assembly_Iota_Group,0.0,0.327,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Meridian_Foundation_Mu,0.0,0.233,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Meridian_Foundation_Mu_Group,0.0,0.286,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Vanguard_Alliance_Nu,0.0,0.341,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Vanguard_Alliance_Nu_Group,0.0,0.298,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Reform_Circle_Branch,0.0,0.3,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Reform_Circle_Branches,0.0,0.286,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Liberty_Board_Alpha,0.0,0.205,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Liberty_Board_Beta,0.2,0.421,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Standards_Coalition_Branch,0.0,0.304,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Standards_Coalition_Branches,0.0,0.167,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Data_Institute_Alpha,0.0,0.3,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Data_Institute_Beta,0.2,0.462,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Citizen_Trust_Branch,0.0,0.3,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Citizen_Trust_Branches,0.0,0.19,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Research_Society_Alpha,0.0,0.381,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Research_Society_Beta,0.2,0.488,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Market_Union_Branch,0.0,0.256,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Market_Union_Branches,0.0,0.195,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Consumer_Partnership_Alpha,0.0,0.304,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Consumer_Partnership_Beta,0.2,0.4,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Global_Assembly_Branch,0.0,0.381,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Global_Assembly_Branches,0.0,0.227,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Regional_Foundation_Alpha,0.0,0.178,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Regional_Foundation_Beta,0.2,0.409,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,National_Choice_Branch,0.0,0.286,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,National_Choice_Branches,0.0,0.273,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Open_Forum_Alpha,0.0,0.167,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Open_Forum_Beta,0.2,0.514,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Future_Council_Branch,0.0,0.244,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Future_Council_Branches,0.0,0.233,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Common_League_Gamma,0.2,0.513,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Common_League_Gamma_Group,0.167,0.444,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Gamma_Common_Network,0.0,0.15,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Progress_Circle_Delta,0.0,0.439,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Progress_Circle_Delta_Group,0.0,0.383,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Heritage_Board_Sigma,0.0,0.35,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Heritage_Board_Sigma_Group,0.0,0.304,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Unity_Coalition_Omega,0.0,0.098,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Unity_Coalition_Omega_Group,0.0,0.17,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Frontier_Institute_Theta,0.0,0.409,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Frontier_Institute_Theta_Group,0.0,0.36,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Summit_Trust_Lambda,0.0,0.359,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Summit_Trust_Lambda_Group,0.0,0.311,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Pioneer_Society_Kappa,0.0,0.293,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Pioneer_Society_Kappa_Group,0.0,0.255,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Kappa_Pioneer_Network,0.0,0.244,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Anchor_Union_Zeta,0.0,0.378,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Anchor_Union_Zeta_Group,0.0,0.326,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Beacon_Partnership_Eta,0.0,0.381,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Beacon_Partnership_Eta_Group,0.0,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Cardinal_Assembly_Iota,0.0,0.286,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Cardinal_Assembly_Iota_Group,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Meridian_Foundation_Mu,0.0,0.238,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Meridian_Foundation_Mu_Group,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Vanguard_Alliance_Nu,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Vanguard_Alliance_Nu_Group,0.0,0.217,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Reform_Circle_Branches,0.5,0.952,refer_to_human,do_not_merge,do_not_merge,referred_distinct_pair,True,false_friend
Reform_Circle_Branch,Liberty_Board_Alpha,0.0,0.308,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Liberty_Board_Beta,0.0,0.263,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Standards_Coalition_Branch,0.2,0.478,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Standards_Coalition_Branches,0.0,0.458,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Data_Institute_Alpha,0.0,0.3,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Data_Institute_Beta,0.0,0.308,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Citizen_Trust_Branch,0.2,0.5,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Citizen_Trust_Branches,0.0,0.476,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Research_Society_Alpha,0.0,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Research_Society_Beta,0.0,0.439,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Market_Union_Branch,0.2,0.513,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Market_Union_Branches,0.0,0.488,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Consumer_Partnership_Alpha,0.0,0.261,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Consumer_Partnership_Beta,0.0,0.311,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Global_Assembly_Branch,0.2,0.476,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Global_Assembly_Branches,0.0,0.455,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Regional_Foundation_Alpha,0.0,0.311,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Regional_Foundation_Beta,0.0,0.364,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,National_Choice_Branch,0.2,0.619,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,National_Choice_Branches,0.0,0.591,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Open_Forum_Alpha,0.0,0.444,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Open_Forum_Beta,0.0,0.457,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Future_Council_Branch,0.2,0.634,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Future_Council_Branches,0.0,0.605,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Common_League_Gamma,0.0,0.359,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Common_League_Gamma_Group,0.0,0.311,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Gamma_Common_Network,0.0,0.15,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Progress_Circle_Delta,0.2,0.537,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Progress_Circle_Delta_Group,0.167,0.468,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Heritage_Board_Sigma,0.0,0.35,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Heritage_Board_Sigma_Group,0.0,0.304,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Unity_Coalition_Omega,0.0,0.244,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Unity_Coalition_Omega_Group,0.0,0.17,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Frontier_Institute_Theta,0.0,0.364,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Frontier_Institute_Theta_Group,0.0,0.32,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Summit_Trust_Lambda,0.0,0.205,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Summit_Trust_Lambda_Group,0.0,0.089,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Pioneer_Society_Kappa,0.0,0.341,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Pioneer_Society_Kappa_Group,0.0,0.213,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Kappa_Pioneer_Network,0.0,0.195,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Anchor_Union_Zeta,0.0,0.216,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Anchor_Union_Zeta_Group,0.0,0.186,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Beacon_Partnership_Eta,0.0,0.286,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Beacon_Partnership_Eta_Group,0.0,0.125,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Cardinal_Assembly_Iota,0.0,0.19,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Cardinal_Assembly_Iota_Group,0.0,0.167,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Meridian_Foundation_Mu,0.0,0.19,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Meridian_Foundation_Mu_Group,0.0,0.167,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Vanguard_Alliance_Nu,0.0,0.3,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Vanguard_Alliance_Nu_Group,0.0,0.261,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Liberty_Board_Alpha,0.0,0.293,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Liberty_Board_Beta,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Standards_Coalition_Branch,0.0,0.458,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Standards_Coalition_Branches,0.2,0.52,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Data_Institute_Alpha,0.0,0.286,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Data_Institute_Beta,0.0,0.293,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Citizen_Trust_Branch,0.0,0.476,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Citizen_Trust_Branches,0.2,0.545,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Research_Society_Alpha,0.0,0.318,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Research_Society_Beta,0.0,0.419,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Market_Union_Branch,0.0,0.488,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Market_Union_Branches,0.2,0.558,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Consumer_Partnership_Alpha,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
