surface_a,surface_b,token_similarity,char_similarity,decision_zone,proposed_decision,ground_truth_decision,outcome,correct,pair_type
Policy_Council_Branch,National_Choice_Lambda_Group,0.0,0.286,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Wellness_League_Alpha,0.0,0.182,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Wellness_League_Beta,0.0,0.279,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Reform_Circle_Branch,0.0,0.558,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Reform_Circle_Branches,0.2,0.622,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Liberty_Board_Alpha,0.0,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Liberty_Board_Beta,0.0,0.39,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Standards_Coalition_Branch,0.0,0.449,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Standards_Coalition_Branches,0.2,0.51,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Data_Institute_Alpha,0.0,0.093,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Data_Institute_Beta,0.0,0.238,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Citizen_Trust_Branch,0.0,0.419,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Citizen_Trust_Branches,0.2,0.489,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Research_Society_Gamma,0.0,0.222,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Research_Society_Gamma_Group,0.0,0.235,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Gamma_Research_Network,0.0,0.267,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Market_Union_Delta,0.0,0.293,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Market_Union_Delta_Group,0.0,0.213,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Consumer_Partnership_Sigma,0.0,0.286,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Consumer_Partnership_Sigma_Group,0.0,0.255,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Global_Assembly_Omega,0.0,0.273,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Global_Assembly_Omega_Group,0.0,0.24,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Regional_Foundation_Theta,0.0,0.417,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,Regional_Foundation_Theta_Group,0.0,0.37,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,National_Choice_Lambda,0.0,0.356,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Policy_Council_Branches,National_Choice_Lambda_Group,0.0,0.275,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Wellness_League_Beta,0.5,0.829,refer_to_human,do_not_merge,do_not_merge,referred_distinct_pair,True,false_friend
Wellness_League_Alpha,Reform_Circle_Branch,0.0,0.293,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Reform_Circle_Branches,0.0,0.233,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Liberty_Board_Alpha,0.2,0.45,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Liberty_Board_Beta,0.0,0.154,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Standards_Coalition_Branch,0.0,0.255,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Standards_Coalition_Branches,0.0,0.163,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Data_Institute_Alpha,0.2,0.488,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Data_Institute_Beta,0.0,0.3,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Citizen_Trust_Branch,0.0,0.293,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Citizen_Trust_Branches,0.0,0.186,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Research_Society_Gamma,0.0,0.326,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Research_Society_Gamma_Group,0.0,0.286,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Gamma_Research_Network,0.0,0.14,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Market_Union_Delta,0.0,0.154,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Market_Union_Delta_Group,0.0,0.267,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Consumer_Partnership_Sigma,0.0,0.255,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Consumer_Partnership_Sigma_Group,0.0,0.34,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Global_Assembly_Omega,0.0,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Global_Assembly_Omega_Group,0.0,0.417,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Regional_Foundation_Theta,0.0,0.261,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,Regional_Foundation_Theta_Group,0.0,0.192,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,National_Choice_Lambda,0.0,0.233,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Alpha,National_Choice_Lambda_Group,0.0,0.286,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Reform_Circle_Branch,0.0,0.3,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Reform_Circle_Branches,0.0,0.286,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Liberty_Board_Alpha,0.0,0.205,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Liberty_Board_Beta,0.2,0.421,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Standards_Coalition_Branch,0.0,0.304,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Standards_Coalition_Branches,0.0,0.167,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Data_Institute_Alpha,0.0,0.3,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Data_Institute_Beta,0.2,0.462,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Citizen_Trust_Branch,0.0,0.3,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Citizen_Trust_Branches,0.0,0.19,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Research_Society_Gamma,0.0,0.381,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Research_Society_Gamma_Group,0.0,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Gamma_Research_Network,0.0,0.19,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Market_Union_Delta,0.0,0.211,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Market_Union_Delta_Group,0.0,0.182,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Consumer_Partnership_Sigma,0.0,0.261,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Consumer_Partnership_Sigma_Group,0.0,0.308,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Global_Assembly_Omega,0.0,0.341,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Global_Assembly_Omega_Group,0.0,0.383,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Regional_Foundation_Theta,0.0,0.311,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,Regional_Foundation_Theta_Group,0.0,0.275,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,National_Choice_Lambda,0.0,0.286,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Wellness_League_Beta,National_Choice_Lambda_Group,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Reform_Circle_Branches,0.5,0.952,refer_to_human,do_not_merge,do_not_merge,referred_distinct_pair,True,false_friend
Reform_Circle_Branch,Liberty_Board_Alpha,0.0,0.308,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Liberty_Board_Beta,0.0,0.263,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Standards_Coalition_Branch,0.2,0.478,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Standards_Coalition_Branches,0.0,0.458,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Data_Institute_Alpha,0.0,0.3,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Data_Institute_Beta,0.0,0.308,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Citizen_Trust_Branch,0.2,0.5,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Citizen_Trust_Branches,0.0,0.476,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Research_Society_Gamma,0.0,0.381,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Research_Society_Gamma_Group,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Gamma_Research_Network,0.0,0.19,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Market_Union_Delta,0.0,0.316,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Market_Union_Delta_Group,0.0,0.182,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Consumer_Partnership_Sigma,0.0,0.217,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Consumer_Partnership_Sigma_Group,0.0,0.115,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Global_Assembly_Omega,0.0,0.244,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Global_Assembly_Omega_Group,0.0,0.085,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Regional_Foundation_Theta,0.0,0.311,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,Regional_Foundation_Theta_Group,0.0,0.196,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,National_Choice_Lambda,0.0,0.429,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branch,National_Choice_Lambda_Group,0.0,0.375,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Liberty_Board_Alpha,0.0,0.293,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Liberty_Board_Beta,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Standards_Coalition_Branch,0.0,0.458,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Standards_Coalition_Branches,0.2,0.52,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Data_Institute_Alpha,0.0,0.286,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Data_Institute_Beta,0.0,0.293,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Citizen_Trust_Branch,0.0,0.476,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Citizen_Trust_Branches,0.2,0.545,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Research_Society_Gamma,0.0,0.364,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Research_Society_Gamma_Group,0.0,0.24,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Gamma_Research_Network,0.0,0.182,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Market_Union_Delta,0.0,0.3,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Market_Union_Delta_Group,0.0,0.174,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Consumer_Partnership_Sigma,0.0,0.208,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Consumer_Partnership_Sigma_Group,0.0,0.111,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Global_Assembly_Omega,0.0,0.233,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Global_Assembly_Omega_Group,0.0,0.082,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Regional_Foundation_Theta,0.0,0.298,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,Regional_Foundation_Theta_Group,0.0,0.264,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,National_Choice_Lambda,0.0,0.409,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Reform_Circle_Branches,National_Choice_Lambda_Group,0.0,0.36,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Alpha,Liberty_Board_Beta,0.5,0.811,refer_to_human,do_not_merge,do_not_merge,referred_distinct_pair,True,false_friend
Liberty_Board_Alpha,Standards_Coalition_Branch,0.0,0.356,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Alpha,Standards_Coalition_Branches,0.0,0.34,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Alpha,Data_Institute_Alpha,0.2,0.41,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Alpha,Data_Institute_Beta,0.0,0.263,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Alpha,Citizen_Trust_Branch,0.0,0.41,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Alpha,Citizen_Trust_Branches,0.0,0.39,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Alpha,Research_Society_Gamma,0.0,0.341,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Alpha,Research_Society_Gamma_Group,0.0,0.298,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Alpha,Gamma_Research_Network,0.0,0.195,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Alpha,Market_Union_Delta,0.0,0.216,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Alpha,Market_Union_Delta_Group,0.0,0.233,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Alpha,Consumer_Partnership_Sigma,0.0,0.311,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Alpha,Consumer_Partnership_Sigma_Group,0.0,0.314,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Alpha,Global_Assembly_Omega,0.0,0.35,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Alpha,Global_Assembly_Omega_Group,0.0,0.391,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Alpha,Regional_Foundation_Theta,0.0,0.273,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Alpha,Regional_Foundation_Theta_Group,0.0,0.2,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Alpha,National_Choice_Lambda,0.0,0.293,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Alpha,National_Choice_Lambda_Group,0.0,0.213,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Beta,Standards_Coalition_Branch,0.0,0.318,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Beta,Standards_Coalition_Branches,0.0,0.304,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Beta,Data_Institute_Alpha,0.0,0.158,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Beta,Data_Institute_Beta,0.2,0.378,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Beta,Citizen_Trust_Branch,0.0,0.368,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Beta,Citizen_Trust_Branches,0.0,0.4,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Beta,Research_Society_Gamma,0.0,0.35,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Beta,Research_Society_Gamma_Group,0.0,0.261,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Beta,Gamma_Research_Network,0.0,0.3,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Beta,Market_Union_Delta,0.0,0.278,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Beta,Market_Union_Delta_Group,0.0,0.238,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Beta,Consumer_Partnership_Sigma,0.0,0.318,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Beta,Consumer_Partnership_Sigma_Group,0.0,0.28,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Beta,Global_Assembly_Omega,0.0,0.359,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Beta,Global_Assembly_Omega_Group,0.0,0.356,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Beta,Regional_Foundation_Theta,0.0,0.279,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Beta,Regional_Foundation_Theta_Group,0.0,0.245,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Beta,National_Choice_Lambda,0.0,0.2,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Liberty_Board_Beta,National_Choice_Lambda_Group,0.0,0.217,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branch,Standards_Coalition_Branches,0.5,0.963,refer_to_human,do_not_merge,do_not_merge,referred_distinct_pair,True,false_friend
Standards_Coalition_Branch,Data_Institute_Alpha,0.0,0.261,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branch,Data_Institute_Beta,0.0,0.311,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branch,Citizen_Trust_Branch,0.2,0.522,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branch,Citizen_Trust_Branches,0.0,0.5,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branch,Research_Society_Gamma,0.0,0.208,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branch,Research_Society_Gamma_Group,0.0,0.185,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branch,Gamma_Research_Network,0.0,0.208,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branch,Market_Union_Delta,0.0,0.364,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branch,Market_Union_Delta_Group,0.0,0.32,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branch,Consumer_Partnership_Sigma,0.0,0.231,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branch,Consumer_Partnership_Sigma_Group,0.0,0.207,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branch,Global_Assembly_Omega,0.0,0.213,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branch,Global_Assembly_Omega_Group,0.0,0.226,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branch,Regional_Foundation_Theta,0.0,0.392,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branch,Regional_Foundation_Theta_Group,0.0,0.351,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branch,National_Choice_Lambda,0.0,0.333,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branch,National_Choice_Lambda_Group,0.0,0.296,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branches,Data_Institute_Alpha,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branches,Data_Institute_Beta,0.0,0.298,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branches,Citizen_Trust_Branch,0.0,0.5,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branches,Citizen_Trust_Branches,0.2,0.56,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branches,Research_Society_Gamma,0.0,0.24,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branches,Research_Society_Gamma_Group,0.0,0.214,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branches,Gamma_Research_Network,0.0,0.24,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branches,Market_Union_Delta,0.0,0.348,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branches,Market_Union_Delta_Group,0.0,0.308,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branches,Consumer_Partnership_Sigma,0.0,0.222,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branches,Consumer_Partnership_Sigma_Group,0.0,0.2,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branches,Global_Assembly_Omega,0.0,0.204,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branches,Global_Assembly_Omega_Group,0.0,0.218,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branches,Regional_Foundation_Theta,0.0,0.415,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branches,Regional_Foundation_Theta_Group,0.0,0.373,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branches,National_Choice_Lambda,0.0,0.36,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Standards_Coalition_Branches,National_Choice_Lambda_Group,0.0,0.321,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Alpha,Data_Institute_Beta,0.5,0.821,refer_to_human,do_not_merge,do_not_merge,referred_distinct_pair,True,false_friend
Data_Institute_Alpha,Citizen_Trust_Branch,0.0,0.35,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Alpha,Citizen_Trust_Branches,0.0,0.238,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Alpha,Research_Society_Gamma,0.0,0.19,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Alpha,Research_Society_Gamma_Group,0.0,0.25,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Alpha,Gamma_Research_Network,0.0,0.238,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Alpha,Market_Union_Delta,0.0,0.158,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Alpha,Market_Union_Delta_Group,0.0,0.273,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Alpha,Consumer_Partnership_Sigma,0.0,0.261,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Alpha,Consumer_Partnership_Sigma_Group,0.0,0.231,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
Data_Institute_Alpha,Global_Assembly_Omega,0.0,0.244,keep_separate,do_not_merge,do_not_merge,correct_keep_separate,True,false_friend
