id,candidate_id,node_sequence,edge_sequence,evidence_grades,edge_provenance,evidence_snippets,review_priority_score,triage_threshold,score_threshold_crossed,eligible_for_high_priority,eligibility_rule_version,ineligible_reason,high_priority_review,flagged,ground_truth_label,is_weak_chain,touches_embedded_control,classification,explanation,recommended_action
CAND_0034,CAND_0034,Funder_005 -> Intermediary_005 -> EmbeddedControl_06 -> Campaign_EC06,funds -> co_occurs_with -> shares_link,4 -> 1 -> 2,ground-truth -> negative-control -> negative-control,Synthetic record: Funder_005 is listed as providing funding to Intermediary_005 during Phase_01. || Synthetic record: Intermediary_005 and EmbeddedControl_06 co-occurred in one abstract index during Phase_02. || Synthetic record: EmbeddedControl_06 and Campaign_EC06 shared the same abstract link during Phase_03.,51.3,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0,0,0,1,true_negative,"not high priority: raw score 51.30 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 1, mean grade 2.33; drops to a grade-0/1 hop and is ineligible for high-priority review; passes through an embedded control actor connected only by weak co-occurrence.",No review action required; retain in the audit log for completeness.
CAND_0047,CAND_0047,Funder_L006 -> Intermediary_L006 -> Report_L006,funds -> co_occurs_with,4 -> 1,distractor -> distractor,Synthetic record: Funder_L006 is listed as providing funding to Intermediary_L006 during Phase_01. || Synthetic record: Intermediary_L006 and Report_L006 co-occurred in one abstract index during Phase_02.,50.95,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0,0,0,0,true_negative,"not high priority: raw score 50.95 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 1, mean grade 2.50; drops to a grade-0/1 hop and is ineligible for high-priority review.",No review action required; retain in the audit log for completeness.
CAND_0023,CAND_0023,Funder_002 -> Intermediary_002 -> Campaign_006,funds -> co_occurs_with,4 -> 1,ground-truth -> distractor,Synthetic record: Funder_002 is listed as providing funding to Intermediary_002 during Phase_01. || Synthetic record: Intermediary_002 and Campaign_006 co-occurred in one abstract index during Phase_04.,50.95,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0,0,0,0,true_negative,"not high priority: raw score 50.95 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 1, mean grade 2.50; drops to a grade-0/1 hop and is ineligible for high-priority review.",No review action required; retain in the audit log for completeness.
CAND_0007,CAND_0007,Funder_000 -> Intermediary_000 -> Campaign_002,funds -> co_occurs_with,4 -> 1,ground-truth -> distractor,Synthetic record: Funder_000 is listed as providing funding to Intermediary_000 during Phase_01. || Synthetic record: Intermediary_000 and Campaign_002 co-occurred in one abstract index during Phase_02.,50.95,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0,0,0,0,true_negative,"not high priority: raw score 50.95 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 1, mean grade 2.50; drops to a grade-0/1 hop and is ineligible for high-priority review.",No review action required; retain in the audit log for completeness.
CAND_0015,CAND_0015,Funder_001 -> Intermediary_001 -> Campaign_004,funds -> co_occurs_with,4 -> 1,ground-truth -> distractor,Synthetic record: Funder_001 is listed as providing funding to Intermediary_001 during Phase_01. || Synthetic record: Intermediary_001 and Campaign_004 co-occurred in one abstract index during Phase_03.,50.95,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0,0,0,0,true_negative,"not high priority: raw score 50.95 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 1, mean grade 2.50; drops to a grade-0/1 hop and is ineligible for high-priority review.",No review action required; retain in the audit log for completeness.
CAND_0045,CAND_0045,Funder_L004 -> Intermediary_L004 -> Report_L004,funds -> co_occurs_with,4 -> 1,distractor -> distractor,Synthetic record: Funder_L004 is listed as providing funding to Intermediary_L004 during Phase_01. || Synthetic record: Intermediary_L004 and Report_L004 co-occurred in one abstract index during Phase_02.,50.95,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0,0,0,0,true_negative,"not high priority: raw score 50.95 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 1, mean grade 2.50; drops to a grade-0/1 hop and is ineligible for high-priority review.",No review action required; retain in the audit log for completeness.
CAND_0041,CAND_0041,Funder_L000 -> Intermediary_L000 -> Report_L000,funds -> co_occurs_with,4 -> 1,distractor -> distractor,Synthetic record: Funder_L000 is listed as providing funding to Intermediary_L000 during Phase_01. || Synthetic record: Intermediary_L000 and Report_L000 co-occurred in one abstract index during Phase_02.,50.95,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0,0,0,0,true_negative,"not high priority: raw score 50.95 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 1, mean grade 2.50; drops to a grade-0/1 hop and is ineligible for high-priority review.",No review action required; retain in the audit log for completeness.
CAND_0043,CAND_0043,Funder_L002 -> Intermediary_L002 -> Report_L002,funds -> co_occurs_with,4 -> 1,distractor -> distractor,Synthetic record: Funder_L002 is listed as providing funding to Intermediary_L002 during Phase_01. || Synthetic record: Intermediary_L002 and Report_L002 co-occurred in one abstract index during Phase_02.,50.95,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0,0,0,0,true_negative,"not high priority: raw score 50.95 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 1, mean grade 2.50; drops to a grade-0/1 hop and is ineligible for high-priority review.",No review action required; retain in the audit log for completeness.
CAND_0001,CAND_0001,Funder_000 -> Intermediary_000 -> EmbeddedControl_01 -> Report_EC01,funds -> co_occurs_with -> co_occurs_with,4 -> 1 -> 1,ground-truth -> negative-control -> negative-control,Synthetic record: Funder_000 is listed as providing funding to Intermediary_000 during Phase_01. || Synthetic record: Intermediary_000 and EmbeddedControl_01 co-occurred in one abstract index during Phase_02. || Synthetic record: EmbeddedControl_01 and Report_EC01 co-occurred in one abstract index during Phase_03.,47.2,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0,0,0,1,true_negative,"not high priority: raw score 47.20 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 1, mean grade 2.00; drops to a grade-0/1 hop and is ineligible for high-priority review; passes through an embedded control actor connected only by weak co-occurrence.",No review action required; retain in the audit log for completeness.
CAND_0021,CAND_0021,Funder_002 -> Intermediary_002 -> EmbeddedControl_03 -> Report_EC03,funds -> co_occurs_with -> co_occurs_with,4 -> 1 -> 1,ground-truth -> negative-control -> negative-control,Synthetic record: Funder_002 is listed as providing funding to Intermediary_002 during Phase_01. || Synthetic record: Intermediary_002 and EmbeddedControl_03 co-occurred in one abstract index during Phase_02. || Synthetic record: EmbeddedControl_03 and Report_EC03 co-occurred in one abstract index during Phase_03.,47.2,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0,0,0,1,true_negative,"not high priority: raw score 47.20 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 1, mean grade 2.00; drops to a grade-0/1 hop and is ineligible for high-priority review; passes through an embedded control actor connected only by weak co-occurrence.",No review action required; retain in the audit log for completeness.
CAND_0032,CAND_0032,Funder_004 -> Intermediary_004 -> EmbeddedControl_05 -> Report_EC05,funds -> co_occurs_with -> co_occurs_with,4 -> 1 -> 1,ground-truth -> negative-control -> negative-control,Synthetic record: Funder_004 is listed as providing funding to Intermediary_004 during Phase_01. || Synthetic record: Intermediary_004 and EmbeddedControl_05 co-occurred in one abstract index during Phase_02. || Synthetic record: EmbeddedControl_05 and Report_EC05 co-occurred in one abstract index during Phase_03.,47.2,60.0,0,0,funding_and_min_grade_2_v1,minimum_evidence_grade_below_2,0,0,0,0,1,true_negative,"not high priority: raw score 47.20 is below threshold 60.0: includes a direct synthetic funding edge (grade 4); weakest hop grade 1, mean grade 2.00; drops to a grade-0/1 hop and is ineligible for high-priority review; passes through an embedded control actor connected only by weak co-occurrence.",No review action required; retain in the audit log for completeness.
CAND_0050,CAND_0050,Funder_W02 -> SocialAccount_WC02 -> MediaOutlet_WC02 -> Campaign_WC02,shares_link -> amplifies -> uses_similar_language,2 -> 2 -> 2,distractor -> distractor -> distractor,Synthetic record: Funder_W02 and SocialAccount_WC02 shared the same abstract link during Phase_01. || Synthetic record: SocialAccount_WC02 repeatedly amplified output attributed to MediaOutlet_WC02 during Phase_01. || Synthetic record: MediaOutlet_WC02 used wording closely similar to Campaign_WC02 during Phase_01.,38.3,60.0,0,0,funding_and_min_grade_2_v1,missing_funding_edge,0,0,0,1,0,true_negative,"not high priority: raw score 38.30 is below threshold 60.0: no direct funding edge; weakest hop grade 2, mean grade 2.00; drops to a grade-2 shared-link/amplification hop; weak-signal-only chain (RQ5): no documentary hop anywhere.",No review action required; retain in the audit log for completeness.
CAND_0052,CAND_0052,Funder_W04 -> SocialAccount_WC04 -> MediaOutlet_WC04 -> Campaign_WC04,shares_link -> amplifies -> uses_similar_language,2 -> 2 -> 2,distractor -> distractor -> distractor,Synthetic record: Funder_W04 and SocialAccount_WC04 shared the same abstract link during Phase_01. || Synthetic record: SocialAccount_WC04 repeatedly amplified output attributed to MediaOutlet_WC04 during Phase_01. || Synthetic record: MediaOutlet_WC04 used wording closely similar to Campaign_WC04 during Phase_01.,38.3,60.0,0,0,funding_and_min_grade_2_v1,missing_funding_edge,0,0,0,1,0,true_negative,"not high priority: raw score 38.30 is below threshold 60.0: no direct funding edge; weakest hop grade 2, mean grade 2.00; drops to a grade-2 shared-link/amplification hop; weak-signal-only chain (RQ5): no documentary hop anywhere.",No review action required; retain in the audit log for completeness.
CAND_0054,CAND_0054,Funder_W06 -> SocialAccount_WC06 -> MediaOutlet_WC06 -> Campaign_WC06,shares_link -> amplifies -> uses_similar_language,2 -> 2 -> 2,distractor -> distractor -> distractor,Synthetic record: Funder_W06 and SocialAccount_WC06 shared the same abstract link during Phase_01. || Synthetic record: SocialAccount_WC06 repeatedly amplified output attributed to MediaOutlet_WC06 during Phase_01. || Synthetic record: MediaOutlet_WC06 used wording closely similar to Campaign_WC06 during Phase_01.,38.3,60.0,0,0,funding_and_min_grade_2_v1,missing_funding_edge,0,0,0,1,0,true_negative,"not high priority: raw score 38.30 is below threshold 60.0: no direct funding edge; weakest hop grade 2, mean grade 2.00; drops to a grade-2 shared-link/amplification hop; weak-signal-only chain (RQ5): no documentary hop anywhere.",No review action required; retain in the audit log for completeness.
CAND_0049,CAND_0049,Funder_W01 -> SocialAccount_WC01 -> MediaOutlet_WC01 -> Proxy_WC01 -> Report_WC01,co_occurs_with -> shares_link -> amplifies -> uses_similar_language,1 -> 2 -> 2 -> 2,distractor -> distractor -> distractor -> distractor,Synthetic record: Funder_W01 and SocialAccount_WC01 co-occurred in one abstract index during Phase_01. || Synthetic record: SocialAccount_WC01 and MediaOutlet_WC01 shared the same abstract link during Phase_01. || Synthetic record: MediaOutlet_WC01 repeatedly amplified output attributed to Proxy_WC01 during Phase_02. || Synthetic record: Proxy_WC01 used wording closely similar to Report_WC01 during Phase_02.,27.77,60.0,0,0,funding_and_min_grade_2_v1,missing_funding_edge;minimum_evidence_grade_below_2,0,0,0,1,0,true_negative,"not high priority: raw score 27.77 is below threshold 60.0: no direct funding edge; weakest hop grade 1, mean grade 1.75; drops to a grade-0/1 hop and is ineligible for high-priority review; weak-signal-only chain (RQ5): no documentary hop anywhere.",No review action required; retain in the audit log for completeness.
CAND_0051,CAND_0051,Funder_W03 -> SocialAccount_WC03 -> MediaOutlet_WC03 -> Proxy_WC03 -> Report_WC03,co_occurs_with -> shares_link -> amplifies -> uses_similar_language,1 -> 2 -> 2 -> 2,distractor -> distractor -> distractor -> distractor,Synthetic record: Funder_W03 and SocialAccount_WC03 co-occurred in one abstract index during Phase_01. || Synthetic record: SocialAccount_WC03 and MediaOutlet_WC03 shared the same abstract link during Phase_01. || Synthetic record: MediaOutlet_WC03 repeatedly amplified output attributed to Proxy_WC03 during Phase_02. || Synthetic record: Proxy_WC03 used wording closely similar to Report_WC03 during Phase_02.,27.77,60.0,0,0,funding_and_min_grade_2_v1,missing_funding_edge;minimum_evidence_grade_below_2,0,0,0,1,0,true_negative,"not high priority: raw score 27.77 is below threshold 60.0: no direct funding edge; weakest hop grade 1, mean grade 1.75; drops to a grade-0/1 hop and is ineligible for high-priority review; weak-signal-only chain (RQ5): no documentary hop anywhere.",No review action required; retain in the audit log for completeness.
CAND_0053,CAND_0053,Funder_W05 -> SocialAccount_WC05 -> MediaOutlet_WC05 -> Proxy_WC05 -> Report_WC05,co_occurs_with -> shares_link -> amplifies -> uses_similar_language,1 -> 2 -> 2 -> 2,distractor -> distractor -> distractor -> distractor,Synthetic record: Funder_W05 and SocialAccount_WC05 co-occurred in one abstract index during Phase_01. || Synthetic record: SocialAccount_WC05 and MediaOutlet_WC05 shared the same abstract link during Phase_01. || Synthetic record: MediaOutlet_WC05 repeatedly amplified output attributed to Proxy_WC05 during Phase_02. || Synthetic record: Proxy_WC05 used wording closely similar to Report_WC05 during Phase_02.,27.77,60.0,0,0,funding_and_min_grade_2_v1,missing_funding_edge;minimum_evidence_grade_below_2,0,0,0,1,0,true_negative,"not high priority: raw score 27.77 is below threshold 60.0: no direct funding edge; weakest hop grade 1, mean grade 1.75; drops to a grade-0/1 hop and is ineligible for high-priority review; weak-signal-only chain (RQ5): no documentary hop anywhere.",No review action required; retain in the audit log for completeness.
